Date,Max_Temp,Min_Temp,Rainfall,Variety,Blight_Risk,Resistance_Level,Marketable_Yield_t_ha,Fungicide_Apps,Environmental_Impact,Variety_Notes,Month,Average_Humidity_2019 (%),High_Humidity_Season,Humidity_Above_80%,Planting_Season,Planting_Months
2010-08-06,21.0,2.5,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-07,21.4,1.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-08,20.7,1.5,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-09,19.8,1.7,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-10,19.8,2.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-11,20.8,3.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-12,22.0,3.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-13,19.2,4.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-14,20.2,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-15,21.2,4.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-16,22.0,5.5,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-17,21.8,2.4,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-18,21.0,0.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-19,21.0,0.7,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-20,19.1,0.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-21,18.8,4.0,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-22,20.8,4.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-23,21.8,3.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-24,23.0,3.7,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-25,22.2,2.6,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-26,20.8,4.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-27,21.5,5.1,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-28,20.4,5.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-29,21.6,6.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-30,19.5,7.1,8.3,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-08-31,16.0,6.4,5.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",August,65.13,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-01,13.0,5.3,9.0,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-02,13.6,4.3,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-03,19.5,3.2,0.8,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-04,19.2,6.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-05,19.8,6.8,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-06,18.5,8.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-07,20.0,5.4,8.8,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-08,19.0,3.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-09,20.2,4.8,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-10,20.5,5.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-11,19.5,4.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-12,21.0,6.0,5.6,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-13,19.6,3.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-14,19.0,4.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-15,21.0,6.8,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-16,21.2,4.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-17,20.8,4.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-18,18.2,5.3,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-19,17.5,5.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-20,20.2,3.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-21,20.8,3.6,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-22,21.0,5.3,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-23,17.5,6.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-24,19.0,5.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-25,22.5,6.2,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-26,21.0,6.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-27,23.6,4.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-28,24.0,6.3,0.0,INIA-321 Kawsay,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-29,22.6,3.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-09-30,21.6,6.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",September,73.97,False,False,maway,"['June', 'July', 'August', 'September']"
2010-10-01,23.0,5.1,3.6,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-02,21.2,4.6,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-03,21.0,3.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-04,22.4,1.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-05,22.6,4.7,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-06,23.0,6.0,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-07,22.2,4.6,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-08,23.2,7.4,0.0,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-09,19.8,8.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-10,18.8,5.4,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-11,17.0,7.3,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-12,17.2,6.5,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-13,20.0,5.6,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-14,20.5,2.6,4.8,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-15,19.0,4.0,2.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-16,19.8,4.9,1.9,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-17,20.8,5.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-18,20.0,6.2,2.7,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-19,18.8,6.0,6.5,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-20,15.0,5.4,6.7,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-21,18.8,6.0,13.5,Yungay,Medium,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-22,19.0,4.4,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-23,22.5,5.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-24,20.6,4.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-25,20.8,7.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-26,20.2,7.6,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-27,21.8,7.2,13.0,INIA-303 Canchan,Medium,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-28,23.0,6.0,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-29,22.8,6.1,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-30,23.0,6.8,5.6,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-10-31,23.0,8.0,0.0,INIA-302 Amarilis,Medium,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",October,70.87,False,False,hatun,"['October', 'November', 'December']"
2010-11-01,21.2,7.0,1.9,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-02,20.2,8.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-03,23.0,5.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-04,23.0,4.2,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-05,22.5,5.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-06,22.6,7.2,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-07,22.5,5.8,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-08,23.0,6.4,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-09,21.6,5.4,0.0,CIP Matilde,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-10,20.6,7.2,5.5,CIP Matilde,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-11,15.8,7.4,4.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-12,19.0,6.8,6.0,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-13,19.2,4.8,0.0,INIA-303 Canchan,Low,Moderately Resistant,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-14,20.5,5.2,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-15,20.8,3.7,8.3,Poccoya,Medium,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-16,21.8,6.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-17,19.0,4.6,0.0,INIA-302 Amarilis,Low,Moderately Susceptible,27.2,6.0,High,"Commonly grown, higher EIR",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-18,20.8,6.5,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-19,22.0,5.0,0.0,Yungay,Low,Moderately Susceptible,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-20,23.0,6.0,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-21,22.6,5.0,0.0,Poccoya,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
2010-11-22,18.1,5.1,0.0,INIA-321 Kawsay,Low,High,25.1,7.0,High,"Widespread, moderate resistance",November,77.07,False,False,hatun,"['October', 'November', 'December']"
